Problem Size,Direct,Vector,Indirect
8388608,0,0.0000000008849263191,0.00000006400032043
16777216,0,0.0000000008837282658,0.00000007075361013
33554432,0,0.0000000008778214455,0.00000007329390645
67108864,0,0.0000000008876562119,0.0000000754530713
134217728,0,0.000000000904134661,0.00000007567613646
268435456,0,0.00000000100463964,0.0000001014404651
